"filename", "language", "Dart", "comment", "blank", "total"
"/Users/thf/Work/Flutter_Apps/tcc/flutter_spaghetti/lib/screens/home_screen.dart", "Dart", 33, 0, 2, 35
"/Users/thf/Work/Flutter_Apps/tcc/flutter_spaghetti/lib/states/crypto_quote_state.dart", "Dart", 0, 1, 0, 1
"Total", "-", 33, 1, 2, 36
